label,total_energy_consumed_Wh,energy_recovered_Wh,net_energy_Wh,wh_per_km,trip_time_s,distance_km,net_energy_improvement_percent,wh_per_km_improvement_percent
london_osm_urban_baseline (baseline),22.06792406458649,0.779677491644029,21.28824657294246,8.225058920720578,594.9936291981269,2.5882181244091864,0.0,0.0
london_osm_urban_optimized (optimized),21.081568382794234,1.3417790772614067,19.739789305532828,7.653559940197961,639.5218908969274,2.579164396669278,7.273766123029285,6.948266097922971
